,course_name,course_link,university_name,course_type,university_logo,time_required,course_language,course_subtitles,course_skills,course_rating,category,sub_category,course_level
52,3D Model Creation with Autodesk Fusion 360,https://www.coursera.org/learn/3d-model-creation-fusion-360,Autodesk,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/eb/5f5f50b2aa11e789502f13425b9e2a/Autodek-Make-Anything_180x180.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 14 hours to complete,English,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish",[],4.8stars,Physical Science and Engineering,Mechanical Engineering,Advanced Level
53,3D Models for Virtual Reality,https://www.coursera.org/learn/3d-models-virtual-reality,University of London,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/fb/b28a301e0211e8a40e23e4176c8e4a/UoL-Logo_180x180.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 16 hours to complete,English,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish",[],not-mentioned,Computer Science,Design and Product,Intermediate Level
54,3D Printing Applications,https://www.coursera.org/learn/3d-printing-applications,University of Illinois at Urbana-Champaign,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/d8/42cdc0ab2011e8b910bdf80bed9f6c/CenterILblock-ISQUAREOrangeBackgrnd.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 20 hours to complete,English,"Subtitles: English, French",[],not-mentioned,Business,Entrepreneurship,Beginner Level
55,3D Printing Capstone,https://www.coursera.org/learn/3d-printing-capstone,University of Illinois at Urbana-Champaign,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/d8/42cdc0ab2011e8b910bdf80bed9f6c/CenterILblock-ISQUAREOrangeBackgrnd.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 6 hours to complete,English,Subtitles: English,[],4.5stars,Business,Entrepreneurship,not-mentioned
56,3D Printing Hardware,https://www.coursera.org/learn/3d-print-hardware,University of Illinois at Urbana-Champaign,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/d8/42cdc0ab2011e8b910bdf80bed9f6c/CenterILblock-ISQUAREOrangeBackgrnd.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 31 hours to complete,English,Subtitles: English,[],not-mentioned,Business,Entrepreneurship,not-mentioned
57,3D Printing Software,https://www.coursera.org/learn/3d-printing-software,University of Illinois at Urbana-Champaign,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/d8/42cdc0ab2011e8b910bdf80bed9f6c/CenterILblock-ISQUAREOrangeBackgrnd.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 15 hours to complete,English,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish",[],4.6stars,Business,Entrepreneurship,Beginner Level
58,3D SARS-CoV-19 Protein Visualization With Biopython,https://www.coursera.org/learn/3d-sars-cov-19-protein-visualization-with-biopython,Coursera Project Network,GUIDED PROJECT,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/2f/fa317273e848a280b035538e800cd7/2X-description-page-logo-250-x-50.png?auto=format%2Ccompress&dpr=1&h=70,2 hours,English,English,"['SARS-CoV-19', 'Biopython', 'Python Programming', 'Bioinformatics', 'Biotechnology']",4.8stars,Data Science,Data Analysis,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish"
59,3D-печать для всех и каждого,https://www.coursera.org/learn/3d-printing,National Research Tomsk State University,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/6b/43429059de11e58c5b5104eb6e83b9/TSU2-01.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 8 hours to complete,Russian,Subtitles: Russian,[],4.7stars,Computer Science,Design and Product,not-mentioned
60,4.- El Cálculo - Otros Modelos,https://www.coursera.org/learn/calculo-4,Tecnológico de Monterrey,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/fc/63a37087ef11e581b8eb3429dee2e7/logo_tec_360x360_blanco-sobre-azul.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 11 hours to complete,Spanish,Subtitles: Spanish,[],4.7stars,Math and Logic,Math and Logic,not-mentioned
61,A Brief History of Human Spaceflight,https://www.coursera.org/learn/human-spaceflight,University of Houston,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/29/8302b098b0435d8bff9a750f74e866/UH300x300.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 21 hours to complete,English,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish",[],4.4stars,Arts and Humanities,History,not-mentioned
62,A Business Approach to Sustainable Landscape Restoration,https://www.coursera.org/learn/landscape-restoration-sustainable-development,Erasmus University Rotterdam,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/b0/c7eade44b34c0385386e23f124d70d/EUR.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 24 hours to complete,English,Subtitles: English,[],not-mentioned,Business,Business Essentials,Beginner Level
63,A Circular Economy of Metals: Towards a Sustainable Societal Metabolism,https://www.coursera.org/learn/circular-economy-metals,Universiteit Leiden,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/99/be375da761419aa65929074c4fe213/logo-Universiteit-leiden-resized.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 41 hours to complete,English,Subtitles: English,[],4.8stars,Physical Science and Engineering,Environmental Science and Sustainability,Beginner Level
64,A Complete Reinforcement Learning System (Capstone),https://www.coursera.org/learn/complete-reinforcement-learning-system,University of Alberta,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/35/23d929219e4489c2d11215009dc699/coursera_180x180.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 23 hours to complete,English,Subtitles: English,"['Artificial Intelligence (AI)', 'Machine Learning', 'Reinforcement Learning', 'Function Approximation', 'Intelligent Systems']",4.7stars,Data Science,Machine Learning,Intermediate Level
65,A Crash Course in Causality:  Inferring Causal Effects from Observational Data,https://www.coursera.org/learn/crash-course-in-causality,University of Pennsylvania,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/5e/4003d6fe94ae4089d5daf13129a515/penn-logo.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 18 hours to complete,English,Subtitles: English,"['Instrumental Variable', 'Propensity Score Matching', 'Causal Inference', 'Causality']",not-mentioned,Data Science,Probability and Statistics,Intermediate Level
66,A Crash Course in Data Science,https://www.coursera.org/learn/data-science-course,Johns Hopkins University,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/74/7ae340ec6911e5b395490a2a565172/JHU-Logo-Square-Mini_180px.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 7 hours to complete,English,"Subtitles: Chinese (Traditional), Arabic, French, Portuguese (Brazilian), Russian, Turkish, English, Spanish, Hindi","['Data Science', 'Data Analysis', 'Machine Learning', 'Project']",not-mentioned,Data Science,Data Analysis,not-mentioned
67,A Geometrical Approach to Genome Analysis: Skew & Z-Curve,https://www.coursera.org/learn/genome-analysis-z-curve,Coursera Project Network,GUIDED PROJECT,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/2f/fa317273e848a280b035538e800cd7/2X-description-page-logo-250-x-50.png?auto=format%2Ccompress&dpr=1&h=70,About 60 minutes required for the project and 60 for the other materials (reading and assignment).,English,English,"['3D', 'Personal Genomics', 'Python Programming', 'plotting', '2D']",not-mentioned,Data Science,Data Analysis,"Subtitles: Chinese (Traditional), Arabic, French, Portuguese (Brazilian), Russian, Turkish, English, Spanish, Hindi"
68,A Journey through Western Christianity: from Persecuted Faith to Global Religion (200 - 1650) ,https://www.coursera.org/learn/western-christianity-200-1650,Yale University,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/b4/339da416653830d015f5a179f864e1/square_logo_large.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 46 hours to complete,English,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish, Romanian",[],4.7stars,Arts and Humanities,History,Beginner Level
69,A Law Student's Toolkit,https://www.coursera.org/learn/law-student,Yale University,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/b4/339da416653830d015f5a179f864e1/square_logo_large.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 16 hours to complete,English,"Subtitles: English, French, Chinese (Simplified)",[],4.7stars,Social Sciences,Law,not-mentioned
70,A Life of Happiness and Fulfillment,https://www.coursera.org/learn/happiness,Indian School of Business,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/cd/3616606efe11e4aa94b513cb1870b0/Square-logo-360-360.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 28 hours to complete,English,"Subtitles: Chinese (Traditional), Chinese (Simplified), Portuguese (Brazilian), Vietnamese, Russian, English, Spanish","['Gratitude', 'Mindfulness', 'Happiness', 'Meditation']",not-mentioned,Health,Psychology,not-mentioned
71,A Scientific Approach to Innovation Management,https://www.coursera.org/learn/scientific-approach-innovation-management,Università Bocconi,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/26/efd1b0521511e598980721fa57d546/logo_180x180.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 14 hours to complete,English,Subtitles: English,[],4.6stars,Business,Business Strategy,not-mentioned
72,A Start Guide: Product Marketing Using G Suite,https://www.coursera.org/learn/product-marketing-using-gsuite,Coursera Project Network,GUIDED PROJECT,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/2f/fa317273e848a280b035538e800cd7/2X-description-page-logo-250-x-50.png?auto=format%2Ccompress&dpr=1&h=70,1 hr 40 mins ,English,English,"['Marketing Mix', 'Google Suite', 'Product Hierarchy', 'Product Marketing', 'PPM']",4.6stars,Business,Marketing,Subtitles: English
73,A Voice of Their Own. Women's Spirituality in the Middle Ages.,https://www.coursera.org/learn/womens-spirituality,Universitat de Barcelona,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/0c/dd4200c5a911e5b91fdda7c1ae96a1/simbol_pos_rgb-1x1-360px.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 12 hours to complete,English,"Subtitles: English, Spanish, German",[],4.5stars,Arts and Humanities,History,Beginner Level
74,A complexidade sensível: Um paralelo entre videogames e arte,https://www.coursera.org/learn/videogames,Universidade Estadual de Campinas,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/ff/4564c0247c11e4b79e979aa991bb77/square_logo_for_university_page_unicamp360_360px.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 7 hours to complete,Portuguese (Brazilian),Subtitles: Portuguese (Brazilian),[],4.7stars,Arts and Humanities,Music and Art,not-mentioned
75,A la recherche du Grand Paris,https://www.coursera.org/learn/grand-paris-metropole,Sciences Po,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/16/60429009c611e5933c2d82813d6d0a/SCIENCES-PO_blason_RGB_360x360.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 17 hours to complete,French,"Subtitles: French, English",[],not-mentioned,Social Sciences,Governance and Society,Beginner Level
76,A l’avènement du christianisme : l’archéologie des derniers païens,https://www.coursera.org/learn/archeology,University of Geneva,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/3d/924a31c87cba44f62637ede5a9ba69/UNIGE-SquareLogo-600x600.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 17 hours to complete,French,Subtitles: French,[],not-mentioned,Arts and Humanities,History,Beginner Level
77,A prática da gestão de clubes e federações esportivas ,https://www.coursera.org/learn/fia-gestao-clubes-federacoes-esportivas,Fundação Instituto de Administração,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/fa/0b3fb0640711e8b77e73d0990f7c82/180.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 16 hours to complete,Portuguese (Brazilian),Subtitles: Portuguese (Brazilian),"['Sports Marketing', 'Management', 'Finance', 'Marketing']",not-mentioned,Business,Leadership and Management,Beginner Level
78,"A tanulás tanulása: Hatékony mentális eszközök, melyek segítenek megbirkózni a nehéz tantárgyakkal (Learning How to Learn)",https://www.coursera.org/learn/a-tanulas-tanulasa,McMaster University,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/cd/096990d60a11e3bd0bdd4ddcad074b/full_colour_tagline_reverse.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 15 hours to complete,Hungarian,"Subtitles: Tamil, Arabic, French, Bengali, Ukrainian, Portuguese (European), Serbian, Chinese (Simplified), Greek, Italian, Portuguese (Brazilian), Vietnamese, Dutch, Estonian, German, Russian, Thai, Turkish, English, Hebrew, Spanish, Romanian, Persian, Hungarian, Polish",[],not-mentioned,Personal Development,Personal Development,Beginner Level
79,A tecnologia da produção musical ,https://www.coursera.org/learn/tecnologia-producao-musical,Berklee College of Music,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/86/a7cda046f711e7a0d469a7ae562564/Berklee_Logo_Stacked_RGB.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 18 hours to complete,English,"Subtitles: English, Spanish, Portuguese (Brazilian), Chinese (Simplified)",[],not-mentioned,Arts and Humanities,Music and Art,Beginner Level
80,ADHD: Everyday Strategies for Elementary Students,https://www.coursera.org/learn/adhd-treatment,University at Buffalo,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/ab/af2a00e2fd11e6afdccf8b30f1d74c/UB-Logo-BlueSquare.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 8 hours to complete,English,"Subtitles: Arabic, French, Russian, English, Spanish","['Teaching', 'Communication', 'Planning', 'Attention Deficit Hyperactivity Disorder (ADHD)']",not-mentioned,Social Sciences,Education,Beginner Level
81,AI Capstone Project with Deep Learning ,https://www.coursera.org/learn/ai-deep-learning-capstone,IBM,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/bb/f5ced2bdd4437aa79f00eb1bf7fbf0/IBM-Logo-Blk---Square.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 16 hours to complete,English,Subtitles: English,[],4.5stars,Data Science,Machine Learning,Advanced Level
82,AI For Everyone,https://www.coursera.org/learn/ai-for-everyone,DeepLearning.AI,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/2b/054650300011e9adc895106b89a651/GreyLogoName360x360.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 6 hours to complete,English,"Subtitles: Chinese (Traditional), Arabic, French, Portuguese (Brazilian), Chinese (Simplified), Vietnamese, Dutch, German, Russian, Thai, English, Spanish, Japanese","['Workflow of Machine Learning projects', 'AI terminology', 'AI strategy', 'Workflow of Data Science projects']",4.8stars,Business,Business Strategy,Beginner Level
